adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
FALSE,"c(28, 53)",412431,en,Decommissioned,"When an ex-CIA agent discovers his family have been kidnapped he sets out to rescue them, only to discover they are being held hostage and won't be released unless he carries out a mission to assassinate the President. He must use his advanced skills to outwit the men holding his family and prevent the assassination from going ahead before the clock runs out for his family.",2.687,8/29/16,Decommissioned,FALSE,4.4,8
FALSE,"c(99, 10402)",318042,en,B-Movie: Lust & Sound in West-Berlin,"Music, art and chaos in the wild West-Berlin of the 1980s. The walled-in city became the creative melting pot for sub- and pop-culture. Before the iron curtain fell, everything and anything seemed possible. B-Movie is a fast-paced collage of mostly unreleased film and TV footage from a frenzied but creative decade, starting with punk and ending with the Love Parade, in a city where the days are short and the nights are endless. Where it was not about long-term success, but about living for the moment - the here and now.",2.687,2/5/15,B-Movie: Lust & Sound in West-Berlin,FALSE,7.7,22
FALSE,18,450100,en,The Holly Kane Experiment,"An obsessive psychologist attempts to reprogramme her subconscious mind, but when her actions become increasingly uncharacteristic she fears her experiment is dangerously out of control.",2.686,3/25/17,The Holly Kane Experiment,FALSE,5.8,21
FALSE,"c(18, 53, 9648)",378488,en,If There's a Hell Below,"Abe is an ambitious journalist. Debra is an idealistic whistle-blower. In a few minutes, they will meet. An hour later, one of them will be dead.",2.685,1/24/16,If There's a Hell Below,FALSE,4.3,12
FALSE,"c(10749, 10770)",315134,en,Surprised by Love,The story of a young businesswoman who tries to convince her uptight parents to accept her current boyfriend and instead finds herself falling for an old high school flame.,2.685,1/3/15,Surprised by Love,FALSE,6.4,40
FALSE,99,468464,en,Flatball: A History of Ultimate,"On May 8, 1989, Sports Illustrated ran an article about Ultimate frisbee… about a team with no name hailing from New York City that was about to change the sport forever. From its 1968 New Jersey birth to its unanimous 2015 recognition by the International Olympic Committee, FLATBALL circles the globe to showcase four decades of world-class Ultimate and goes even further: to a set of fields in the Middle East to understand and demystify the unique spirit of the game.",2.684,10/23/16,Flatball: A History of Ultimate,FALSE,7.4,7
FALSE,"c(53, 27)",336833,en,A Haunting in Cawdor,"In this tense tale of psychological terror, Vivian Miller (Young) is a young twenties woman who’s serving out her jail sentence at a work release program in the Midwest. Her 90 days of probation takes her to The Cawdor Theater, a dilapidated summer stock theater run by Lawrence O’Neil (Elwes). Lawrence, a failed Broadway director, is now reduced to staging amateur productions with young parolees and raging over the mistakes from his past. Vivian’s arrival in Cawdor starts a terrifying series of events that brings Lawrence’s secret past to the present.  After Vivian views an old taped stage production of Macbeth, a force of evil is unleashed which soon turns its sights on her. With the help of Roddy (Welch), a local outcast, Vivian sets about trying to discover who the supernatural killer on the tape is before she becomes the next victim.",2.683,5/1/15,A Haunting in Cawdor,FALSE,4.3,16
FALSE,"c(9648, 18, 14)",492136,ja,DESTINY <U+938C><U+5009><U+3082><U+306E><U+304C><U+305F><U+308A>,"Set in an alternate universe, the ancient capital of Kamakura is a vibrant town where fantastical creatures live alongside humans. Akiko is a cheerful publishing assistant who moves into town after marrying Masakazu, a popular mystery writer. Akiko is surprised by the unusual town but enjoys the new curiosities surrounding her. However, just as she was beginning to settle in, a trifling incident sweeps her spirit to the underworld too soon. Convinced that destiny has something else in store for his wife, Masakazu journeys into the underworld to bring back Akiko’s spirit.",2.682,12/9/17,Destiny: The Tale of Kamakura,FALSE,7,12
FALSE,"c(27, 53)",480308,ta,<U+0B85><U+0BB5><U+0BB3><U+0BCD>,"Two families have a tough time dealing with a revenge-seeking spirit, which is strangely connected with one of its members",2.682,11/2/17,Aval,FALSE,5.8,28
FALSE,35,393868,it,La coppia dei campioni,Two men must struggle to travel to Prague for Champions League Football Final match.,2.681,4/28/16,The Champions League,FALSE,4.4,64
FALSE,"c(28, 80, 18, 53)",484889,en,Rise of the Footsoldier 3,"Notorious gangster, Pat Tate, rises through the ranks of Essex's criminal underworld. A prequel to the 'Rise of the Footsoldier' franchise.",2.68,11/3/17,Rise of the Footsoldier 3,FALSE,6.5,24
FALSE,"c(35, 10749)",472310,ja,<U+30DF><U+30C3><U+30AF><U+30B9><U+3002>,"To get revenge on her ex-boyfriend and to help revive her late mother's tennis table club, a table tennis prodigy decides to take part in a mixed doubles table tennis tournament.",2.68,10/21/17,Mixed Doubles,FALSE,6.8,20
FALSE,99,533658,en,Friedkin Uncut,"An introspective insight into the life and artistic journey of William Friedkin, an extraordinary and offbeat director of cult films such as The French Connection, The Exorcist, Sorcerer, Cruising, To Live and Die in L.A. and Killer Joe. For the first time Friedkin opens up, guiding the audience on a fascinating journey through the themes and the stories that have influenced his life and his artistic career.",2.679,11/5/18,Friedkin Uncut,FALSE,7.8,12
FALSE,"c(878, 10770)",419261,en,Earthtastrophe,"In a white hot flash of light, and with no warning, one minute our moon is there, the next it's gone. Then, a second flash. And that's the last thing anyone on Earth can remember. 11 months later, it's not post- apocalyptic; it's apocalyptic as Earth has been sucked through a wormhole, literally ripping our planet from the inside out. With bizarre disasters and civilization collapsing, our heroes must find a way to survive and get to ""safe ground"" before it's too late.",2.679,3/5/16,Earthtastrophe,FALSE,4.6,29
FALSE,"c(18, 10752, 10749)",350555,fi,Kätilö,"Helena has worked as a kind of midwife on the eve of the Lapland War. She wants  to leave everything behind, and a suitable opportunity arises when she falls in love with a German-Finnish officer Johannes, who is leaving to German-led Titovka prison camp in the Soviet Union. Helena enlists into the camp as a nurse, where she experiences the brutality of war.",2.678,9/4/15,The Midwife,FALSE,5.9,18
FALSE,"c(35, 18)",332830,ml,<U+0D12><U+0D30><U+0D41> <U+0D35><U+0D1F><U+0D15><U+0D4D><U+0D15><U+0D7B> <U+0D38><U+0D46><U+0D7D><U+0D2B><U+0D3F>,"Umesh, a loafer, leaves his home town and goes to Chennai to become a film-maker when his father asks him to manage their grocery store. A selfie that he takes in Chennai changes his life forever.",2.676,3/27/15,Oru Vadakkan Selfie,FALSE,6.3,29
FALSE,"c(80, 27)",487848,en,Purgatory Road,"Helpless to stop a thief from stealing his father’s modest nest egg, Travis grows up blaming himself for his parents’ suicide. Becoming a priest who operates a highway confessional with his ambivalent brother, Michael, he offers sage advice to chosen sinners while raining death on unrepentant thieves. Into the world of this antagonistic duo comes Mary Francis, a deranged young woman with psychopathic tendencies who kills a thief who threatens to expose the decidedly un-holy siblings. Filled with gratitude, Travis invites the woman into their sacred world which begins a chain of carnage-laced events that threaten to destroy the brothers’ bloody, decades-long partnership.",2.675,11/25/17,Purgatory Road,FALSE,4.4,7
FALSE,"c(27, 9648, 53)",451067,en,Wraith,After living in an old mansion for almost 10 years a family suddenly discovers a ghost-like presence trying to communicate with them. A super-natural thriller.,2.674,4/5/17,Wraith,FALSE,4.8,12
FALSE,"c(27, 10770)",448561,en,Who's Watching Oliver,The story of a mentally unstable loner lost in a life forced upon him. By night Oliver aimlessly wanders the streets and bars on what can only be described as a truly shocking and humiliating killing spree. His only savior and possible way out of a life he is desperate to escape comes in the form of the beautiful Sophia with her sweet eccentricity and naivety to the danger she has put herself in.,2.671,7/3/18,Who's Watching Oliver,FALSE,6.2,11
FALSE,"c(53, 18, 10770)",411300,en,The Secret She Kept,"Based on ReShonda Tate Billingsley's novel of the same name, The Secret She Kept, a successful magazine executive marries a driven lawyer, who's on the cusp of a major promotion, only to discover that his wife is severely bi-polar. The movie explores the meaning of love and the vow of ""in sickness and in health.""",2.671,7/10/16,The Secret She Kept,FALSE,6.8,4
FALSE,"c(18, 10752)",519187,uk,<U+0414><U+043E><U+043D><U+0431><U+0430><U+0441>,"In the historic Donbass region of eastern Ukraine, despite the cruel war that has been raging since 2014 between the self-proclaimed People's Republics of Donetsk and Luhansk and the Ukrainian government, people tries to survive in the rotten heart of chaos, where violence disguises itself as peace, propaganda becomes univocal truth and hatred reigns in the name of love.",2.67,8/30/18,Donbass,FALSE,6.7,44
FALSE,18,334312,fr,Le tournoi,"Budapest International Chess Tournament. The most likely winner: Cal Fournier (22), French champion, immature genius, socially awkward, compulsive player. But this time, an unusual 9-years-old Hungarian opponent disrupts this smooth-running routine.",2.67,4/29/15,The Tournament,FALSE,6.1,26
FALSE,18,309024,en,Take Me to the River,"A naive California teen plans to remain above the fray at his Nebraskan family reunion, but a strange encounter places him at the center of a long-buried family secret.",2.667,1/26/15,Take Me to the River,FALSE,6.9,40
FALSE,18,287855,en,Drown,"Len is a Surf Lifesaving champion, a legend in the cloistered surf club just like his father. When the younger, faster, and fitter Phil arrives at the club, Len’s legendary status starts to crumble. Then Len sees Phil arriving in the company of another man. Phil is gay.",2.667,3/4/15,Drown,FALSE,6.2,23
FALSE,35,437026,es,El intercambio,,2.663,12/31/17,The Exchange,FALSE,5.3,22
FALSE,"c(12, 28, 18, 53)",370992,en,<U+0936><U+093F><U+0935><U+093E><U+092F>,"Shivaay , a fearless Himalayan mountaineer covered in Lord Shiva tattoos, heads to Bulgaria to fulfill his nine-year-old daughter Gaura’s  wish of seeing her mother Olga, who abandoned them years ago. But their plan goes for a toss when the little girl gets kidnapped in the foreign land. Rescuing her from the masked child-traffickers becomes his only reason for survival.",2.663,10/28/16,Shivaay,FALSE,5.6,39
FALSE,99,499056,en,Alien Contact: Outer Space,"Many people think of Space as a quiet and desolate vacuum of emptiness, but new evidence reveals that space is rife with activity beyond our comprehension. Just as we sent Voyager and Pioneer probes beyond our solar system, Aliens have probes of their own that may have arrived as early as the 1600's. While Tesla was the first to successfully communicate with neighboring worlds using radio waves, we have received recent signals from intelligent sources. In 1989, Russian Space Probe Phobos 2 photographed a UFO on the surface of Mars just prior to losing contact. Scientists have determined that the craft was real and of a thin elliptical shape over 20 miles in length. We are not alone in outer space and while the Aliens may be initiating contact, they could also be here already.",2.662,10/10/17,Alien Contact: Outer Space,FALSE,5.8,16
FALSE,"c(18, 9648)",382572,zh,<U+7F57><U+66FC><U+8482><U+514B><U+6D88><U+4EA1><U+53F2>,"Set against a chaotic, war torn Shanghai, “The Wasted Times” follows a local crime boss at the receiving end of the Japanese army’s attempt to forge a dubious alliance.  Spanning three separate times during the period, the story details mindsets from various perspectives, all culminating in a suspenseful and tense finale.",2.659,12/16/16,The Wasted Times,FALSE,6.8,19
FALSE,"c(18, 27, 53)",384452,en,Cruel Summer,"Young Autism sufferer Danny enjoys the serenity and solitude of camping. That's all about to change when enraged teens Nicholas, Calvin and Julia find him, each with their own agenda for wanting to see Danny suffer.",2.658,8/27/16,Cruel Summer,FALSE,5.9,18
FALSE,"c(35, 18, 10749)",371778,ru,<U+041F><U+0440><U+043E> <U+041B><U+044E><U+0431><U+043E><U+0432><U+044C>,"What is love? The heroes of the film try to answer this question. A series of the most different characters and their stories are woven together. Small stories about various things, all about love: a young pair who prefer to live through images of Japanese anime-heroes; a secretary who receives an obscene offer from her boss; a Japanese woman who arrives in Moscow in search of a Russian man; a graffiti artist in search of beauty; an ex-wife employed by her husband for an unusual task; and many other things...",2.658,12/10/15,About Love,FALSE,6.5,24
FALSE,99,442943,en,Bobbi Jene,"A love story, portraying the dilemmas and inevitable consequences of ambition. It is a film about a woman's fight for independence, a woman trying to succeed with her own art in the extremely competitive world of dance.",2.657,9/22/17,Bobbi Jene,FALSE,6.1,14
FALSE,"c(35, 10751, 18)",460713,hi,102 Not Out,"An unusual love-hate relationship between a 75-year-old son and his 102-year-old father, who wants to break the oldest-man-alive record.",2.655,5/4/18,102 Not Out,FALSE,7.7,33
FALSE,"c(878, 10751)",446216,en,Time Toys,"A group of middle school kids stumble upon a chest full of incredible toys from the future. The discovery takes them on an adventure using their newfound toys to save their neighborhood and ultimately the world from a maniacal corporate madman. In the process, these ""loser"" kids learn they have the qualities they thought they were lacking all along.",2.653,4/29/16,Time Toys,FALSE,5.9,24
FALSE,"c(35, 10749)",393841,te,<U+0C2A><U+0C46><U+0C33><U+0C4D><U+0C33><U+0C3F><U+0C1A><U+0C42><U+0C2A><U+0C41><U+0C32><U+0C41>,"Raj Kandukuri and BiG Ben Films in association with Vinoothna Geetha presents #Pellichoopulu, a Telugu romantic comedy about two individuals Prashanth and Chitra who meet at a 'Pellichoopulu'.  The story is about a modern day couple anchored down by their traditional roots. When fate plays havoc in their lives, they set off on a journey to find their dreams, face their fears and ultimately find true love.  Directed by Tharun Bhascker of Anukokunda and Sainma fame, the film stars Vijay Deverakonda and Ritu Varma.",2.653,7/29/16,Pellichoopulu,FALSE,6.6,22
FALSE,"c(35, 10770)",488969,en,Miss Me This Christmas,"Regina (Erica Ash) and Franklin (Redaric Williams) are seemingly the perfect couple, the toast of all their friends and married on Christmas Day six years ago at the famed Chesterton Hotel. At Thanksgiving, they have a huge fight and trusts are broken -- they decide to divorce. Their divorce will be final on Christmas Day. Regina decides to move in to her best friend Trish's (Eva Marcille) suite at The Chesterton Hotel.",2.651,11/1/17,Miss Me This Christmas,FALSE,5.1,22
FALSE,"c(18, 27, 878)",140491,en,Alienate,"A couple on the brink of ending their marriage spend a weekend in different cities. After a cataclysmic event strikes, the husband embarks on a physical and emotional quest to return home as a nation prepares for the worst.",2.648,2/22/16,Alienate,FALSE,3.9,32
FALSE,"c(80, 27, 53)",423246,en,Drifter,A pair of outlaw brothers seek temporary refuge in a desolate town inhabited by a small family of psychotic cannibalistic lunatics,2.647,10/19/16,Drifter,FALSE,5.6,19
FALSE,"c(10770, 10749)",396392,en,Wedding Bells,"Nick and Molly, commitment-phobic and busy professionals with little in common, are asked to be the best man and maid of honor at the wedding of their mutual friends, Amy and Jamie.",2.646,6/3/16,Wedding Bells,FALSE,6.2,35
FALSE,35,331116,it,La prima volta (di mia figlia),"Alberto (Riccardo Rossi) is a local doctor, neat freak, separated by ten years and totally dedicated - emotionally and emotionally - to old daughter, Bianca (Benedetta Gargari). A day like all the others of his life completely organized, methodical and tidy, comes a bolt from the blue: the law of the hidden diary of Bianca that his little girl is going to make love for the first time! Alberto is in a panic, had not imagined it could get that day for her daughter: the angel of his life ...",2.645,3/19/15,La prima volta (di mia figlia),FALSE,4.8,71
FALSE,27,565428,zh,<U+4EBA><U+9762><U+9B5A>:<U+7D05><U+8863><U+5C0F><U+5973><U+5B69><U+5916><U+50B3>,"When a spirit medium is called to exorcise a demon from a possessed man, he is unknowingly captured in the act by two students looking to document the process. When the students accidentally release the devil fish demon into the world, it is up to them and the spirit medium to send it back to the hellish world from where it came.",2.643,11/23/18,The Tag-Along: Devil Fish,FALSE,5.4,11
FALSE,"c(35, 10749)",476921,en,Lady-Like,"When a quick-witted yet co-dependent college girl helps her best friend land a boyfriend, she's left on the outside looking in and is forced to deal with the realities of adulthood for the first time.",2.642,10/10/17,Lady-Like,FALSE,5.1,21
FALSE,"c(35, 18)",411996,en,Measure of a Man,A bullied teen experiences a turning point summer in which he learns to stand up for himself.,2.642,5/11/18,Measure of a Man,FALSE,6.4,36
FALSE,53,390397,en,The Lamb,"Found beaten and covered in strange blood markings, Sara Combs must relive the past 48 hours of her abduction during a police interrogation. As Sara dives back into her ordeal signs of the occult begin to surface.",2.641,3/15/16,The Lamb,FALSE,0,0
FALSE,"c(18, 10749)",365452,en,A Rising Tide,"An inspirational story of redemption, A Rising Tide tells the tale of a young chef, Sam Rama. After the destruction of his family's well-established Atlantic City restaurant during Hurricane Sandy, Sam must grow up quickly, taking the biggest risks of his life, both in business and love. When Sam comes to the aid of a wealthy patron and then falls for the newly separated Sarah Bell, a chain of unexpected events unfolds for all of them, as they discover the only way to achieve their dreams may be to acknowledge what they owe to others, and realize that the greatest investments take more than cash.",2.641,5/29/15,A Rising Tide,FALSE,6.3,34
FALSE,35,473277,en,Jeff Dunham: Relative Disaster,"Ventriloquist Jeff Dunham brings his rude, crude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.",2.64,9/12/17,Jeff Dunham: Relative Disaster,FALSE,6.8,33
FALSE,10751,460871,en,A Doggone Hollywood,"Murphy (""Just Jesse the Jack"") is a mega-famous canine TV star who is fed up with being treated like a 'cashmachine' by Hollywood executives. He escapes and a group of loving kids save him.",2.64,1/6/17,A Doggone Hollywood,FALSE,6,5
FALSE,18,397512,en,Last Man Club,A WW2 veteran destined for life in a retirement home escapes his difficult family situation and embarks on a cross country adventure to find the last remaining members of his B-17 bomber crew with the help of a beautiful accomplice.,2.64,5/27/16,Last Man Club,FALSE,7.3,8
FALSE,"c(35, 10749)",336683,en,A Date with Miss Fortune,"When a struggling writer meets a superstitious Portuguese beauty, he has no idea that his life and luck are both about to change. A romantic comedy about cross-cultural relationships.",2.636,8/13/15,A Date with Miss Fortune,FALSE,5.5,33
FALSE,18,383367,mr,<U+0938><U+0948><U+0930><U+093E><U+091F>,"Archi, a local politician’s daughter, and Parshya, a fisherman’s son, fall in love resulting in violence between the families due to the stringent casteism in the village.",2.635,4/29/16,Sairat,FALSE,7.7,35
FALSE,"c(16, 10751)",429047,en,Tellur Aliens,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.,2.634,10/8/16,Tellur Aliens,FALSE,4.8,5
FALSE,"c(10749, 18, 10770)",453217,en,Home for Christmas Day,"Jane is a single mother dead set on protecting her teenage daughter Betsy from the harsh realities of life. When Betsy falls in love with an enlisted man, Jane tries her best to steer Betsy away from heartache. Little does Jane realize she and her daughter are about to learn important lessons of the heart and that taking chances can sometimes lead to the most extraordinary happy endings.",2.633,7/16/17,Home for Christmas Day,FALSE,6.1,43
FALSE,878,447352,en,Taking Earth,The human race is thrown into chaos as an alien invasion takes control of the planet in an effort to find one boy out of 7 billion people who holds the power to destroy them.,2.63,5/1/17,Taking Earth,FALSE,3.7,29
FALSE,10770,493108,fr,Coup de foudre à Noël,"When an administrator in Paris is sent to Sweden to close a toy company before Christmas, she meets the manager, who plays with her heartstrings.",2.629,12/18/17,Love in Lapland,FALSE,6.4,47
FALSE,18,414454,en,Submission,A well-respected professor who is a celebrated novelist and loving husband loses himself when he becomes obsessed with an ambitious and talented student.,2.629,3/2/18,Submission,FALSE,6.3,26
FALSE,"c(12, 9648, 10749, 53)",513285,en,Trouble Is My Business,"Private eye Roland Drake cracks cases and romances femme fatales in 1940's Los Angeles while corrupt cop Det Barry Tate rules the city. A tale told in the classic style of film noir. Drake has fallen on hard times in a harsh world. He has been evicted from his office and disgraced by a missing persons case. Ruined in the public eye and with the police. it seems like it's all over for Roland Drake. Then, redemption walks in - with curves. The owner of those curves is a sexy, dark haired beauty named Katherine Montemar. She wants his help. The chemistry is immediate and her concern for the disappearance of her family members pulls him into her case - and into bed.",2.628,4/3/18,Trouble Is My Business,FALSE,6.3,9
FALSE,"c(14, 36)",427395,en,The Gaelic King,"Set in war-torn 800AD Scotland, The Gaelic King tells the story of warrior-king Alpin mac Eachdach. When his young brother is captured, Alpin must hunt the kidnappers though a dark forest that hides an ancient evil.",2.627,9/14/17,The Gaelic King,FALSE,5.6,9
FALSE,"c(16, 10751, 12, 35)",451044,fi,Muumien taikatalvi,"This winter is extraordinary; Moomintroll decides  to stay awake to explore the winter instead of hibernating as usually. And winters are certainly totally different than he had imagined. Strangest creatures wander amidst the snowdrifts; midwinter darkness surrounds the Moominvalley, and on top of that, an eccentric guest is soon to appear. This guest requires many measures, and is called Christmas, Hemulen tells to a surprised Moomintroll.",2.626,11/23/17,Moomins and the Winter Wonderland,FALSE,5.6,11
FALSE,99,406122,en,Toy Story at 20: To Infinity and Beyond,Retrospective looking at the revolutionary computer-animated feature film Toy Story.,2.626,12/10/15,Toy Story at 20: To Infinity and Beyond,FALSE,8.1,9
FALSE,"c(53, 28)",516321,en,The Assassin's Code,"A rookie detective, son of a dead disgraced cop, works to solve his first major case while under the watchful eye of a ghost-like assassin.",2.625,5/11/18,The Assassin's Code,FALSE,5.1,23
FALSE,18,393421,hi,<U+0938><U+0930><U+092C><U+091C><U+0940><U+0924>,"Biopic of Sarabjit Singh, a farmer residing at Bhikiwind, Punjab, near the Indo-Pak border, crossed the border after having a couple of drinks. However, he was mistaken to be an Indian spy and was sentenced to capital punishment. The movie is about the Journey of a woman (Aishwarya Rai) who fights for 23 years to clear her brother's name after he is posthumously accused of terrorism.",2.624,5/20/16,Sarbjit,FALSE,8,24
FALSE,"c(12, 28, 53, 878)",379305,en,Project 12: The Bunker,"At the height of the Cold War, Russia was working on a secret scientific mission, which, if successful, would have changed the course of history. The mission, ""Project 12,"" was ultimately deemed too dangerous to continue and the scientists involved were to be exterminated. Three scientists escaped and Project 12 was sealed in a well-guarded bunker, never to be seen again...until now.  The lead scientist for Project 12 has now become the target of a worldwide manhunt, as he is the lone survivor of the Project 12 team and is the only man who knows the secrets that have been buried in the bunker. What secret does he possess, and who is financing the operation to bring Project 12 back to life and what is their hidden agenda",2.624,1/8/16,Bunker: Project 12,FALSE,4.8,10
FALSE,"c(18, 99)",414030,fr,Le Livre d'image,"Jean-Luc Godard returns with a bracing, beautiful and confrontational essay film. Splicing together classic film clips and newsreel footage, often stretched, saturated and distorted almost beyond recognition, The Image Book interrogates our relationship with film, culture and global politics.",2.623,10/11/18,The Image Book,FALSE,6.1,45
FALSE,"c(18, 99)",297393,en,Dark Horse,"The larger than life true story of how a barmaid in a poor Welsh mining village convinces some of her fellow residents to pool their resources to compete in the ""sport of kings"" with a racehorse they would breed and raise.",2.622,4/17/15,Dark Horse,FALSE,4.7,32
FALSE,"c(12, 16, 10751)",363871,en,DQE's Peter Pan: The New Adventures,"Neverland, is in great danger! Captain Hook has hatched a twisted plan to capture Peter and his friends. In order to keep Neverland safe from Hook, the young heroes must fly head-on into adventure and protect their right to never grow up!",2.619,10/14/15,DQE's Peter Pan: The New Adventures,FALSE,10,3
FALSE,"c(35, 18)",507660,en,The Merger,A country football coach who has a plan to rebuild the local football team by recruiting recently settled asylum seekers.,2.617,8/30/18,The Merger,FALSE,6.1,7
FALSE,27,355499,en,Poltergeist Activity,A father and daughter encounter unexplainable occurrences and frightening visions in their new home.,2.617,6/26/15,Poltergeist Activity,FALSE,3.9,16
FALSE,"c(10770, 10751, 10749)",550024,en,Christmas at Grand Valley,"Burned out from the hubbub of the Chicago gallery world, artist Kelly returns home to the picturesque Grand Valley just in time for Christmas. Leo, businessman and all-star dad to his children, struggles to balance his time this holiday season. When he is assigned to review a hotel in Grand Valley for its value, he sees this as the perfect opportunity for a Christmas family vacation. It isn’t long until Kelly and Leo’s worlds collide.",2.615,12/22/18,Christmas at Grand Valley,FALSE,6.2,26
FALSE,"c(18, 10751)",369789,en,The Sparrows Nesting,"From very different backgrounds, the two women bond over their shared love for their families. As the women grow closer, Maria reveals her concern for her precocious, but lonely daughter Bella, who she fears is being bullied at school. At Anna's urging, her teenage daughter Emily takes Bella under her wings. Maria's husband, Hector, loses his job, and his ability to provide for his family. He falls into despair as he's unable to find work, and turns back to drinking. When he finds Maria at the Sparrow's house, he assumes she is cleaning houses. His pride overcomes him and demands she leave with him. Anna agrees to watch Bella as Maria leaves with Hector, hoping to reason with him, make him understand how much she loves him, and that she knows he is always there for his family.  As they weigh the impact on young Bella, Anna and Mike face one of the most important decisions of their lives.",2.615,2/12/16,The Sparrows Nesting,FALSE,7.8,5
FALSE,"c(18, 10749)",483297,ko,<U+C18C><U+ACF5><U+B140>,"Miso lives from day to day by housekeeping. Cigarettes and whiskey are the two things that get her through the day. When the government doubles the price of cigarettes, Miso decides to give up her house for cigarettes and whiskey and make a list of her friends to ask a favor to stay with.",2.614,3/15/18,Microhabitat,FALSE,7.8,31
FALSE,"c(10751, 12, 18, 14)",361142,de,Timm Thaler oder das verkaufte Lachen,"The devil tricks a little boy off his laughter in exchange for assured wins in all his bets. It depicts his journey after the deal with the devil, how he loses his soul bit by bit with each win.",2.614,2/2/17,The Legend of Timm Thaler,FALSE,7.5,18
FALSE,"c(35, 99)",517792,en,Kevin Smith: Silent but Deadly,"Recorded on 25 Feb 2018 at the Alex Theater in Glendale, CA.. immediately after the show, Smith suffered a near-fatal heart attack, With this stand-up special to show for it after his recovery, he riffs on marriage, fatherhood, friends and his work (or lack thereof).",2.613,5/11/18,Kevin Smith: Silent but Deadly,FALSE,6.7,22
FALSE,28,390364,en,Time Rush,"Alex, stuck in a repeating loop of time, must navigate his way through the bustling streets of Bangkok with mysterious men on his heels trying to kill him. Parkour, martial arts, shoot outs and car flips all result in his death until the last loop.",2.613,1/1/16,Time Rush,FALSE,4.2,10
FALSE,99,109581,en,Mission to Lars,"Kate and Will Spicer's brother, Tom, has Fragile X Syndrome, the most common form of inherited learning disability. He is also a massive fan of Lars Ulrich from Metallica. They made a promise to Tom that they would get him to meet Lars. Tom's dream is their promise. Together they went on a Mission to Lars.",2.611,9/25/15,Mission to Lars,FALSE,5.7,13
FALSE,"c(10749, 18, 35)",504080,hi,<U+0927><U+0921><U+093C><U+0915>,"Madhukar and Parthavi fall head over heels in love with each other, but the fact that they belong to different castes of society, becomes an obstacle in their romance. The lovers dare to go against societal norms and battle all odds for the sake of love.",2.608,7/20/18,Dhadak,FALSE,7.5,31
FALSE,99,362268,en,Stretch and Bobbito: Radio That Changed Lives,"Exploring the social impact of what The Source Magazine in 1998 voted, ""The Best Hip Hop Radio Show Of All-Time."" The documentary film is the story of quirky friends who became unlikely legends by engaging their listeners and breaking the biggest rap artists ever.",2.608,10/1/15,Stretch and Bobbito: Radio That Changed Lives,FALSE,8,24
FALSE,"c(53, 10770)",385931,en,Wrong Swipe,"When Anna has a difficult time getting close to people, her sister creates a dating profile for her online. Anna starts to message a handsome man until she starts getting disturbing messages that a match is close by.",2.606,3/6/16,Wrong Swipe,FALSE,6.2,15
FALSE,"c(28, 53)",452447,ta,<U+0BB8><U+0BCD><U+0BAA><U+0BC8><U+0B9F><U+0BB0><U+0BCD>,A surveillance expert who wants to help people comes across a foe who is the very definition of evil. Can he stop the man before he destroys everything?,2.604,9/27/17,Spyder,FALSE,5.2,32
FALSE,99,471177,en,Game Changer: The Legacy of Saw,"Generations of movie fans have thrilled to Saw's blood-curdling story of a serial killer who traps his victims in a sadistic game of survival. Game Changer takes you behind the scenes, as cast and crew reveal the stories behind the film that launched the most successful horror franchise in movie history.",2.602,10/14/15,Game Changer: The Legacy of Saw,FALSE,8.7,3
FALSE,"c(18, 27)",326247,en,The House on Pine Street,A psychological horror about a young woman coping with an unwanted pregnancy after moving into a seemingly haunted house.,2.602,2/28/15,The House on Pine Street,FALSE,4.7,31
FALSE,"c(10402, 99)",492970,en,Elton John: I'm Still Standing - A Grammy Salute,"Elton John: I'm Still Standing – A Grammy Salute. Taped at the Theater at Madison Square Garden shortly after the 2018 Grammys and broadcast on CBS this week, the evening saw Elton John and husband David Furnish seated front row for a tribute to the works of Elton John and Bernie Taupin from Ed Sheeran, Kesha, Sam Smith, Shawn Mendes & SZA, Little Big Town and more. The whole thing ended with a stellar performance from the man himself, with the majority of his all-star guests joining him for a rollicking ""I'm Still Standing.""",2.6,4/10/18,Elton John: I'm Still Standing - A Grammy Salute,FALSE,7.6,5
FALSE,99,511014,en,United Skates,"When America's last standing roller rinks are threatened with closure, a community of thousands battle in a racially charged environment to save an underground subculture.",2.599,4/19/18,United Skates,FALSE,7.4,16
FALSE,"c(27, 53)",351868,en,Appetites,"Daisy is the all-American girl next door with a hunger for true love and an appetite for murder. Then one day Daisy meets the man of her dreams, only to discover that his own lust for killing might make her his next victim.",2.599,8/4/15,Appetites,FALSE,4.8,14
FALSE,28,455252,en,King Arthur and the Knights of the Round Table,"In medieval England, Merlin and King Arthur banish the evil enchantress Morgana and her son Mordred to the ends of the universe as Morgana vows revenge. In present day, Knights descendant Penn doesn't take much stock in the legends of his supposed ancestors, even as the descendants meet in Thailand to practice fighting. But when Morgana and her son return to earth, armed with alien technology and hell-bent on destroying every last descendant of King Arthur and his knights, Penn must to come to terms with who he was born to be, and bring together the new Knights of the Round Table to save themselves and the earth from Morgana's total vengeance.",2.597,4/24/17,King Arthur and the Knights of the Round Table,FALSE,3.9,13
