adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
FALSE,"c(35, 18, 10749)",533550,en,Breaking & Exiting,"Harry, a charming house thief, gets more than he bargains for during an attempted burglary when he stumbles upon Daisy and decides to save her from herself, sending both of them into a darkly comedic journey of self discovery and love.",5.12,8/17/18,Breaking & Exiting,FALSE,6.2,59
FALSE,99,392011,tr,Kedi,"A profile of Istanbul and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",5.117,1/8/17,Kedi,FALSE,7.7,217
FALSE,35,498301,en,Old Boys,"In the school-set re-working of Cyrano, an awkward but imaginative pupil helps the handsome but spectacularly dim school-hero pursue the fiery daughter of a visiting French teacher.",5.116,6/22/18,Old Boys,FALSE,7,40
FALSE,"c(18, 10770, 10749)",475833,en,Christmas Encore,"A struggling actress is cast in her last off (off) Broadway show - a modern take on “A Christmas Carol” - before giving up her dream and moving home. Instead, she finds romance with her director and a renewed passion for her craft and the city. But when the historic theater loses its lease and the show is set to fold, she and her cast mates are need of a Christmas miracle.",5.116,12/23/17,Christmas Encore,FALSE,6.2,26
FALSE,18,468735,en,Madeline's Madeline,"Madeline has become an integral part of a prestigious physical theater troupe. When the workshop's ambitious director pushes the teenager to weave her rich interior world and troubled history with her mother into their collective art, the lines between performance and reality begin to blur. The resulting battle between imagination and appropriation rips out of the rehearsal space and through all three women's lives.",5.113,8/10/18,Madeline's Madeline,FALSE,6.2,57
FALSE,"c(18, 10749)",371741,en,Ali and Nino,Muslim prince Ali and Georgian aristocrat Nino have grown up in the Russian province of Azerbaijan. Their tragic love story sees the outbreak of the First World War and the world’s struggle for Baku’s oil. Ultimately they must choose to fight for their country’s independence or for each other.,5.112,1/27/16,Ali and Nino,FALSE,7.1,51
FALSE,"c(10751, 14, 878)",487047,en,A Witches' Ball,"Every year the Witching World gathers to celebrate the newly inducted witches into their world. Beatrix (12) is eager to become part of this world, but when her pending magical status is jeopardized she needs the help of her furry best friend Muggs (voiced by Joey Fatone) to solve some magical riddles before the big event. Will Beatrix sink or soar on the night of the Witches' Ball?",5.111,5/6/17,A Witches' Ball,FALSE,6.7,45
FALSE,35,384371,fr,Adopte un veuf,"When recently widowed, it is difficult to get used to a new life ... This is the case for Hubert Jacquin, who spends most of his time in his huge apartment, depressed, in front of his TV. One day, after a misunderstanding, his life will change. Manuela, a young and bubbly adventurer in search of a dwelling calls his home! At first reluctant, Hubert will quickly get used to the presence of this energy storm, who even manages to convince him to allow two other people to stay. There are many surprises in store for Hubert ...",5.109,4/20/16,Roommates Wanted,FALSE,6.3,304
FALSE,"c(35, 10749)",342281,fr,Une famille à louer,"Forty-year-old Paul-André is a timid, rather introverted man. Rich but alone, he is deeply bored and ends up concluding that what he needs is a family. Violette, a forty-year-old full of energy, is threatened with eviction and is afraid she'll lose custody of her two children. Paul-André then proposes a totally above the board contract to rent the family in exchange for him paying off Violette's debts. For better and for worse..",5.108,8/19/15,Family for Rent,FALSE,5.3,323
FALSE,"c(28, 878, 53)",359785,en,Dominion,"Earth's position in the universe has become of vital strategic importance to those who have, until now, only studied us from the far reaches of space. Knowing our weaknesses, they have planned their attack, and now, in just 5 days, life on Earth will change forever. Robert Casey, a retired US Intelligence agent turned UFO investigator, races to discover the truth about the Dominion and what it has in store for the human race. Time is running out...",5.107,9/14/15,Dominion,FALSE,4.7,5
FALSE,27,582070,en,Amityville: Mt Misery Road,"Charlie and Buzi are ghosts' enthusiasts fascinated by the legend of the scariest road in America, Mt. Misery Road. The couple continues their adventure to the woods until they realize they got into the whirlpool of paranormal activities.",5.106,5/31/18,Amityville: Mt Misery Road,FALSE,2.2,12
FALSE,18,489982,is,Andið eðlilega,"At the edge of Iceland’s Reykjanes peninsula, two women’s lives will intersect – for a brief moment – while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.",5.103,8/17/18,And Breathe Normally,FALSE,7,71
FALSE,"c(35, 27)",343284,en,Night of the Living Deb,After a one night stand Deb wakes up in the middle of a zombie apocalypse.,5.103,5/30/15,Night of the Living Deb,FALSE,5.4,110
FALSE,35,480330,it,Nove lune e mezza,"Two contrasting visions of life: on the one hand, the ""rock"" and adventurous of the brave Livia, cellist without maternal instinct; on the other hand, the reassuring routine of his sister Tina, shy urban vigilant with an ardent desire for maternity.",5.102,10/12/17,Nine and a Half Moons,FALSE,6.1,128
FALSE,"c(80, 99)",430448,en,I Am Jane Doe,"Chronicles the epic battle that several American mothers are waging on behalf of their middle-school daughters, victims of sex-trafficking on Backpage.com, the adult classifieds section that for years was part of the Village Voice.",5.1,2/10/17,I Am Jane Doe,FALSE,6.1,48
FALSE,"c(10751, 18)",379441,en,Greater,"Greater – The story of Brandon Burlsworth, possibly the greatest walk-on in the history of college football.",5.098,8/26/16,Greater,FALSE,6.9,62
FALSE,"c(10770, 10749)",488067,en,A Royal Christmas Ball,"Dateless for the Christmas ball, 39-year-old bachelor, King Charles of Baltania, tracks down his American college sweetheart, only to discover Allison has never been married, yet raised a 17-year-old daughter, Lily, who mathematically might be Charles' biological princess.",5.097,12/10/17,A Royal Christmas Ball,FALSE,5.5,32
FALSE,"c(53, 18)",414187,en,Josie,"Everyone knows everyone in the southern town of Baymont. So when tattooed, sweet-talking Josie struts into town, heads turn. Striking up relationships with young punk Gator and loner Hank, she quickly becomes a hot topic of local gossip.",5.095,3/16/18,Josie,FALSE,5.5,61
FALSE,"c(80, 53, 28)",323517,hi,<U+092C><U+0926><U+0932><U+093E><U+092A><U+0941><U+0930>,"After his wife and son are killed, a young man finds out the man behind the murder and fights against him, along committing some big mistakes.",5.095,2/20/15,Badlapur,FALSE,7.1,92
FALSE,"c(18, 10749, 10770)",437517,en,An Uncommon Grace,"An army nurse returning from Afghanistan discovers her purpose in a rural Ohio farm community, along with a deep connection with a neighbor whose conservative Amish sect strictly forbids relationships with those outside his church community.",5.093,2/12/17,An Uncommon Grace,FALSE,6.2,27
FALSE,18,428886,en,England Is Mine,A portrait of Steven Patrick Morrissey and his early life in 1970s Manchester before he went on to become lead singer of seminal 1980s band The Smiths.,5.092,8/4/17,England Is Mine,FALSE,5.9,50
FALSE,"c(35, 18)",419459,en,Landline,A teenager living with her sister and parents in Manhattan during the 1990s discovers that her father is having an affair.,5.092,7/21/17,Landline,FALSE,6.2,67
FALSE,"c(18, 36, 10752)",333696,de,Nackt unter Wölfen,"Taking place at the Concentration camp Buchenwald at the end of March 1945, prisoner Hans Pippig discovers in a carrying case of an incoming prisoner a Jewish child. If reported the three-year-old is sure to die. On the other hand, a violation of the rules of the camp would threaten the long prepared uprising of the concentration camp prisoners against the SS.",5.092,4/1/15,Naked Among Wolves,FALSE,7.4,94
FALSE,"c(99, 35)",482004,en,Too Funny to Fail: The Life & Death of The Dana Carvey Show,"It had all the makings of a huge television success:  a white-hot comic at the helm, a coveted primetime slot, and a pantheon of future comedy legends in the cast and crew. So why did The Dana Carvey Show—with a writers room and cast including then unknowns Steve Carell, Stephen Colbert, Louis C.K., Robert Smigel, Charlie Kaufman, and more— crash and burn so spectacularly? TOO FUNNY TO FAIL tells the hilarious true story of a crew of genius misfits who set out to make comedy history… and succeeded in a way they never intended.",5.084,10/20/17,Too Funny to Fail: The Life & Death of The Dana Carvey Show,FALSE,7.8,49
FALSE,"c(35, 18)",497106,de,Der Junge muss an die frische Luft,Dramatised origin story of one of Germany's most beloved contemporary comedians.,5.082,12/25/18,All About Me,FALSE,7.6,115
FALSE,"c(18, 35, 10751)",451499,fr,L'École buissonnière,"Paris 1930. Paul has only ever had one and the same horizon: the high walls of the orphanage, an austere building in the Parisian working class suburbs. Entrusted to a joyful country woman, Célestine, and her husband, Borel, the rather stiff gamekeeper of a vast estate in Sologne, the city child, recalcitrant and stubborn, arrives in a mysterious and disturbing world, that of a soverign and wild region. The huge forest, misty ponds, heaths, and fields all belong to the Count de la Fresnaye, an elderly taciturn man who lives alone in his manor.",5.082,2/22/17,School of Life,FALSE,7.5,208
FALSE,18,481370,en,Bigger,"The inspirational tale of the grandfathers of the fitness movement as we now know it, Joe & Ben Weider. Battling anti-Semitism, racism and extreme poverty, the brothers beat all odds to build an empire & inspire future generations.",5.079,10/13/18,Bigger,FALSE,6.6,41
FALSE,"c(18, 53)",435036,en,A Crooked Somebody,An attention-seeking psychic is kidnapped and tries to use the situation to boost his popularity.,5.078,10/5/18,A Crooked Somebody,FALSE,6.2,28
FALSE,"c(18, 35)",377799,fr,La Vache,An Algerian man's life-long dream finally comes true when he receives an invitation to take his cow Jacqueline to the Paris International Agriculture Fair.,5.078,2/17/16,One Man and his Cow,FALSE,6.8,266
FALSE,"c(35, 10749)",481042,it,Non c'è campo,On a school trip the kids can't use internet.,5.077,11/2/17,Non c'è campo,FALSE,5.6,194
FALSE,"c(35, 18)",440424,en,Freak Show,"The story of teenager Billy Bloom who, despite attending an ultra conservative high school, makes the decision to run for homecoming queen.",5.073,1/12/18,Freak Show,FALSE,7.2,86
FALSE,"c(28, 35, 80, 53)",433621,en,Get the Girl,"A wealthy young man is conned into staging a fake kidnapping in order to be a hero and win the affection of a girl he's madly in love with. But when one of the hired kidnappers is accidentally killed during the charade, he's forced to actually save her life while not revealing that it's been a ruse all along.",5.072,1/27/17,Get the Girl,FALSE,5.2,41
FALSE,53,461337,en,Separated At Birth,"Lucy Pierce grew up believing she had a normal childhood. Until, one day, she discovers old articles about the ""Baby Victoria"" disappearance - a high-profile abduction case. She is shocked to see that her baby picture is front and center. Determined to find answers, Lucy tracks down her biological mother, Elizabeth Marshall, a criminal prosecutor running for Governor of Pennsylvania. While Lucy's reunion with Elizabeth is heartfelt, the same can't be said for her relationship with her newfound sister, Terri. The family reunion spirals out of control as Lucy finds herself in the middle of a police investigation. As Lucy questions who is really trying to defame her, is something more sinister happening to tear this family apart, yet again?",5.069,2/9/18,Separated At Birth,FALSE,5.1,22
FALSE,18,408509,fr,Orpheline,"A young woman who moves to Paris and has a brush with disaster. The grown-up at last, an accomplished woman, who thought she was safe from her own past. Gradually, these characters come together to form a single heroine.",5.069,3/29/17,Orphan,FALSE,5.4,68
FALSE,"c(80, 18)",453270,it,A Ciambra,"Pio Amato, a 14 year-old member of a small Romani community in  southern Italian town of Gioia Tauro in Calabria, is in a hurry to grow up. Pio follows his older brother Cosimo everywhere and from him he learns how to hustle and how to navigate the streets of his hometown. One night Pio sets out to prove to his brother that he is as good or better than him but, when things go wrong, a series of events will forever change the way he sees the world.",5.063,8/31/17,A Ciambra,FALSE,7.3,115
FALSE,"c(10751, 35)",477313,tr,Aile Arasinda,"The neurotic Fikret and tavern singer Solmaz, whose 21 year long relationships end on the same day, meet through a funny coincidence. When Solmaz's daughter Zeynep decides to marry her lover from Adana, the ever-fearful Fikret ends up having to play the role of his life. Intended at first to be kept in the family, the wedding becomes a much bigger event upon the insistence of the groom's relatives. Can our heroes come to terms with the traditional Adana family who carry guns and own a kebab restaurant chain, and see the wedding through without mishaps?",5.061,12/1/17,In the Family,FALSE,6.8,87
FALSE,"c(16, 10751, 12)",338103,en,Curious George 3: Back to the Jungle,"When Curious George is offered a special space mission, Ted (The Man in the Yellow Hat) can't deny his little friend this exciting journey, especially after Curious George completes the training. But when he crash-lands in Africa, a worried Ted goes searching, expecting the worst, only to have it turn out to be the best.",5.06,1/26/15,Curious George 3: Back to the Jungle,FALSE,7,26
FALSE,53,449019,es,El cuaderno de Sara,"Laura has spent years looking for her sister Sara who went missing in the depths of the jungle in the Congo. Neither the NGO she works for, nor the embassy, have news on her whereabouts until a photo appears of Sara in a mining town. Apparently, Sara is being held captive by The Hawk, the fearsome rebel leader who controls the mafias behind the prized mineral coltan.",5.059,2/2/18,Sara's Notebook,FALSE,6,123
FALSE,35,261461,pt,Loucas pra Casar,"Malu, Lúcia and Maria found the ideal man to marry. Until they discover that in reality this man is the same person: Samuel, who was dating all of them over the past years. The three will have to decide if they will fight amongst each other for exclusivity or will unite in revenge.",5.059,1/8/15,Loucas pra Casar,FALSE,6.4,141
FALSE,"c(12, 16, 18, 10751)",345775,fr,Tout en haut du monde,"1892, Saint Petersburg. Sasha, a young Russian aristocrat, has always been fascinated by her grandfather's life as an adventurer. A renowned explorer, he designed a magnificent arctic ship, but he hasn't returned from his last expedition to the North Pole. To save her family's honor, Sasha runs away. Headed towards the Great North, she follows her grandfather's trail in search of his famous ship.",5.058,12/10/15,Long Way North,FALSE,7.6,102
FALSE,"c(35, 27, 18)",434873,en,It Stains the Sands Red,"In the throes of a zombie apocalypse, a troubled woman from Las Vegas with a dark past, finds herself stranded in the desert with a lone and ravenous zombie on her tail.",5.056,10/8/16,It Stains the Sands Red,FALSE,5.5,153
FALSE,878,401294,en,Virtual Revolution,"Paris 2047. Most of the population spend all their time online, connected into virtual worlds, and don't care anymore about reality. A shadow agent, Nash, working for one of the multinational companies behind these virtual worlds, is tracking down terrorists who threaten the system...",5.052,10/12/16,Virtual Revolution,FALSE,5,54
FALSE,"c(10749, 18, 53)",435901,ru,<U+041E> <U+043B><U+044E><U+0431><U+0432><U+0438>,"Beautiful Nina lives happily married, as she saw it, with intelligent Alexandr, professor of Sinology. But the debt for the mortgage begins to disturb the relationship of spouses. One day she meets Sergey, the head of the bank where her husband has debt, and so begins their passionate relationships. The story of the relationship with married Sergey hardly promises happiness, but Nina realizes that for the first time she feels true love.",5.051,3/23/17,About Love,FALSE,6.3,8
FALSE,"c(35, 18)",424344,fr,Gaspard va au mariage,"After keeping a careful distance for many years, 25-year-old Gaspard must renew contact with his family when his father remarries. Accompanied by Laura, an eccentric young woman who agrees to pretend she's his girlfriend at the wedding, he finally feels ready to set foot in the zoo owned by his parents, where he is reunited with the monkeys and tigers he grew up with... But with a father who is an out-of-control womanizer, a brother who is far too sensible, and a sister who is far too beautiful, he unknowingly sets himself up to experience the last days of his childhood.",5.051,10/23/17,Gaspard at the Wedding,FALSE,6.2,92
FALSE,"c(18, 27)",338537,en,Drink Me,"James and Andy, a sexy gay couple, seem to have everything they ever dreamed of…but things are about to change. Andy loses his job and they take in a handsome stranger called Sebastian. Nightmares come to life as Andy realizes that Sebastian is hiding a dark secret. Could Sebastian be the killer stalking the streets of their neighborhood? A classically sexy thriller- with a delicious vampiric touch, DRINK ME is a highly erotic and exciting film.",5.05,4/14/15,Drink Me,FALSE,4.6,11
FALSE,"c(18, 14)",298721,th,<U+0E23><U+0E31><U+0E01><U+0E17><U+0E35><U+0E48><U+0E02><U+0E2D><U+0E19><U+0E41><U+0E01><U+0E48><U+0E19>,"In a hospital, ten soldiers are being treated for a mysterious sleeping sickness. In a story in which dreams can be experienced by others, and in which goddesses can sit casually with mortals, a nurse learns the reason why the patients will never be cured, and forms a telepathic bond with one of them.",5.05,9/2/15,Cemetery of Splendor,FALSE,5.6,108
FALSE,"c(9648, 53)",478100,fr,La Femme la plus assassinée du monde,"Set against the backdrop of the infamous Theatre Grand Guignol the story revolves around iconic actress Paula Maxa - the most famous of the Grand Guignol's leading ladies and the titular Most Assassinated Woman, who was graphically slain on stage multiple times a day.",5.044,9/7/18,The Most Assassinated Woman in the World,FALSE,5.2,56
FALSE,"c(28, 12, 18)",376003,en,Mercury Plains,"A troubled man runs away to Mexico and is recruited to join a paramilitary group of teens fighting the drug cartels. He proves himself to the group, but questions their motive.",5.039,1/5/16,Mercury Plains,FALSE,4.8,37
FALSE,"c(36, 28, 12, 18)",348689,ko,"<U+D611><U+B140>, <U+CE7C><U+C758> <U+AE30><U+C5B5>","While in medieval Korea, a young girl sets out to revenge the betrayal and the death of her mother. But therefore she must face one of the most powerful men and warriors of the Goryo Dynasty.",5.038,8/13/15,Memories Of The Sword,FALSE,6.6,66
FALSE,27,444193,en,The Evil Within,"The sadistic tale of a lonely, mentally handicapped boy who befriends his reflection in an antique mirror. This demonic creature orders him to go on a murderous rampage to kill the people he loves most.",5.037,6/13/17,The Evil Within,FALSE,6,66
FALSE,27,309063,en,The Ouija Experiment 2: Theatre of Death,"A fun filled weekend turns deadly when a group of unsuspecting theatre goers are trapped inside, after a ravenous spirit is resurrected and released from a Ouija board. They must confront their most terrifying fears and destroy the spirit before it finds and kills them first.",5.037,1/13/15,The Ouija Experiment 2: Theatre of Death,FALSE,4.2,70
FALSE,"c(27, 878)",527642,en,Flight 666,Passengers and crew on a flight are attacked by unseen forces that threaten all aboard.,5.035,5/29/18,Flight 666,FALSE,5.7,31
FALSE,"c(80, 18, 9648, 53)",432799,pl,Pokot,"A story about Janina Duszejko, an elderly woman, who lives alone in the Klodzko Valley where a series of mysterious crimes are committed. Duszejko is convinced that she knows who (or what) is the murderer, but nobody believes her.",5.033,2/24/17,Spoor,FALSE,6.5,113
FALSE,99,539199,en,The Great Buster: A Celebration,A celebration of the life and career of one of America's most influential and celebrated filmmakers and comedians—Buster Keaton—whose singular style and fertile output during the silent era created his legacy as a true cinematic visionary.,5.028,10/5/18,The Great Buster: A Celebration,FALSE,7.1,22
FALSE,"c(27, 28, 35)",408490,en,It Came from the Desert,"New Mexico, present day. Brian and Lukas are off to the desert to join a kegger party and to celebrate Lukas’ victory in a motocross competition. His winning prize includes meeting The  Deathinator, the biggest action star in the world. The party  gets started under the hot desert sun, but Brian isn’t in the mood, so he wanders off and is soon joined by his friend, Lukas. They discover something strange in the desert which leads them into a secret military laboratory, where they discover the disturbing truth of what the government has been doing. Secret experiments on ants and spiders using DNA found in a meteorite which fell to Earth in 1951 has given birth to mutated giant ants which have overrun the facility. Now, it's up to Brian and Lukas to save the  world from a giant ant invasion!",5.028,10/29/17,It Came from the Desert,FALSE,5.2,62
FALSE,"c(10749, 10770)",369057,en,A Prince for Christmas,A prince from Europe meets a charming waitress when he travels to America during the Christmas holiday to escape an arranged marriage.,5.026,11/29/15,A Prince for Christmas,FALSE,5.8,66
FALSE,"c(35, 878)",469876,it,Addio fottuti musi verdi,"Young Cyrus Priello, an ultra-skilled Neapolitan graphic, can not find a job that satisfies and appreciates him. After sending the curriculum practically everywhere, he just have to send a copy in space. He will thus be able to work for an alien society based on competence and meritocracy.",5.022,11/9/17,Addio fottuti musi verdi,FALSE,5.7,360
FALSE,"c(53, 18)",499925,es,Animal,"Antonio Decoud is a conservative family man who is forced by destiny to face an unexpected situation that shakes him to the core, scrambling up his life and his priorities, pushing him to forget his beliefs and his way of understanding life and follow the most basic instinct: the animal instinct.",5.019,5/24/18,Animal,FALSE,7,26
FALSE,"c(10749, 10770, 18)",474977,en,Christmas in Evergreen,"Allie, a veterinarian in Evergreen, reluctantly will spend Christmas with her long-distance boyfriend. Bound for the airport, she has engine trouble, and Ryan, headed to Florida with his daughter Zoe, stops to help. Sure they won’t meet again, they ignore their attraction, and part ways. At the diner, Zoe wishes on a snow globe, and a storm seems to grant her wish.",5.018,12/2/17,Christmas in Evergreen,FALSE,6.5,61
FALSE,"c(9648, 12, 53, 27)",468988,ru,<U+0413><U+043E><U+0433><U+043E><U+043B><U+044C>. <U+041D><U+0430><U+0447><U+0430><U+043B><U+043E>,"The year 1829. Nikolay Gogol, a young Third Section clerk, is desperate: his own books seem shallow and mediocre, so he keeps buying entire print runs just to burn them all. He is suffering from violent epileptic seizures and struggles to keep on working. Investigator Yakov Guro accidentally witnesses one such fit and realizes that Gogol's visions contain clues that could help solve actual crimes. Together, Gogol and Guro take on a particularly weird and baffling case that brings them to a small village of Dikanka, where everyone has a huge secret to hide.",5.016,8/31/17,Gogol. The Beginning,FALSE,6.5,71
FALSE,"c(28, 80)",408866,ja,RE:BORN,A legend covert soldier with a mysterious past decides to unleash once again his beast within to stand up for what he cares about.,5.013,9/24/16,RE:BORN,FALSE,6.4,61
FALSE,"c(18, 35)",524087,zh,<U+8AB0><U+5148><U+611B><U+4E0A><U+4ED6><U+7684>,"When Sanlian's ex-husband passes away, she discovers he has altered his insurance policy, cutting out their son in favor of a stranger named Jay.",5.009,11/2/18,Dear Ex,FALSE,7.3,79
FALSE,"c(80, 18, 53)",324333,en,Wild Horses,"Texas Ranger Samantha Payne reopens a 15-year-old missing person case, and uncovers evidence that suggests that the boy was likely murdered on a ranch belonging to wealthy family man, Scott Briggs. When Scott’s estranged son unexpectedly returns home during the investigation, Samantha becomes even more convinced that the Briggs family was involved, and will stop at nothing to discover the truth about the boy’s death - even putting her own life in jeopardy.",5.009,6/5/15,Wild Horses,FALSE,4.9,68
FALSE,18,439154,fr,Sage femme,"Claire is a midwife and has devoted her life to others. At a moment when she is preoccupied by the imminent closure of the maternity clinic where she works, her life is further turned upside down when Béatrice, her father's former mistress, turns up on the scene. Béatrice is a capricious and selfish woman, Claire's exact opposite.",5.006,3/22/17,The Midwife,FALSE,6,97
FALSE,"c(35, 18)",457601,it,Tutto quello che vuoi,"An aimless young troublemaker, Alessandro, squanders his days gambling and getting into fights, and he often spends his nights in jail. With few prospects, he begrudgingly accepts a job as a companion to Giorgio, an elderly poet suffering from Alzheimer’s. On their daily walks, the two banter and become friends, and Alessandro quickly learns more about this forgotten poet as the old man’s memory drifts. After learning a secret from Giorgio’s past, Alessandro and his friends work to uncover the mystery of this tale, an unexpected history lesson and a touching coming-of-age adventure.",5.005,5/11/17,Everything You Want,FALSE,7.5,255
FALSE,"c(18, 80, 53)",364615,es,Toro,"Toro (Spanish for ""Bull"") is a young con man and the right hand of Romano, a powerful mob boss in Torremolinos, Málaga (Andalusia, south to Spain). After Toro decides to leave Romano to get a life free of crime, his last sting fails, resulting one of his brothers dead and he sent to jail. Five years later, Romano realizes that López, Toro's older brother, is robbing him money from his tourism business and he orders to kidnap Diana, López's little daughter, until this one get back the money. Without options, López visits Toro, now a touristic driver with the third grade prison close to get the parole, who only wants to be free to marry his girlfriend Estrella. When Toro accepts to help López and both meet Romano looking for a solution, Toro ends attacking Romano's men and fleeing with Diana, trying to escape from Romano's revenge. But Romano starts a ruthless searching for they three, meanwhile Toro counts the hours to back the prison according to the third grade...",5.005,4/22/16,Toro,FALSE,6,131
FALSE,99,474753,en,The China Hustle,"An unsettling and eye-opening Wall Street horror story about Chinese companies, the American stock market, and the opportunistic greed behind the biggest heist you've never heard of.",5.001,3/30/18,The China Hustle,FALSE,7.4,58
FALSE,"c(27, 878, 53)",391975,en,2 Lava 2 Lantula!,"When an unprecedented amount of sinkholes erupt all over Florida, a new nest of fire spitting LAVALANTULAS is awakened… wreaking their fiery havoc all over the sunshine state.",5.001,8/6/16,2 Lava 2 Lantula!,FALSE,5,55
FALSE,"c(10749, 18, 35)",496076,hi,<U+0936><U+0942><U+0928><U+094D><U+092F>,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.",4.995,12/21/18,Zero,FALSE,5.2,61
FALSE,27:28:00,283127,ja,<U+6975><U+9053><U+5927><U+6226><U+4E89>,"Akira admires Genyo Kamiura, the most powerful yakuza. Genyo Kamiura has been targeted numerous times, but he has never been killed. He is called the invincible person.  Because of Genyo Kamiura, Akira enters the world of the yakuza. His yakuza colleagues treat him like an idiot, and Akira can't even get tattoos because of his sensitive skin.  An assassin is sent to take out Genyo Kamiura. The killers know that Genyo Kamiura is a vampire. Thus begins the apocalypse.",4.994,5/21/15,Yakuza Apocalypse,FALSE,6,114
FALSE,"c(16, 10751)",518601,ru,<U+0414><U+0432><U+0430> <U+0445><U+0432><U+043E><U+0441><U+0442><U+0430>,"The adventures of two completely different in nature beasts - a serious and economic Beaver and restless Cat. They meet when the cat is looking for shelter from the rain in the forest. The beaver rescues the Cat, and they become bosom friends. The cat really wants to become famous and believes that everyone wants to become famous, but not everyone can admit it. One day the life of this couple changes abruptly when aliens from a distant galaxy land in the forest.",4.992,5/31/18,Two Tails,FALSE,6.7,23
FALSE,18,533983,es,En las estrellas,"Víctor is a film director who is overcome by his own misfortunes. He is an alcoholic, unemployed and terribly depressed, largely because of the death of his wife. However, Victor is still the best in one thing: telling fantastic stories to his nine-year-old son, Ingmar. These stories are each of the scripts he dreams of directing in the future, when he gathers all the necessary resources. Victor and Ingmar share a present full of sadness and precariousness, but also full of robots and locations of films they have seen together. Despite forming a great team, their problems will multiply when others begin to question their role as a father.",4.987,8/31/18,Up Among the Stars,FALSE,5.8,22
FALSE,"c(35, 80, 27, 53)",461773,en,Lowlife,"The sordid lives of an addict, an ex-con, and a luchador collide when an organ harvesting caper goes very, very wrong.",4.986,7/21/17,Lowlife,FALSE,6.3,50
FALSE,"c(18, 35)",375950,fr,Médecin de campagne,"All the people in this countryside area, can count on Jean-Pierre, the doctor who auscultates them, heals and reassures them day and night, 7 days a week. Now Jean-Pierre is sick, so he sees Natalie, a young doctor, coming from the hospital to assist him. But will she adapt to this new life and be able to replace the man that believed to be irreplaceable?",4.982,3/23/16,The Country Doctor,FALSE,6.2,175
FALSE,35,348296,en,The Bad Education Movie,Mr Wickers and his class go on one final school trip after they finish their GCSEs.,4.981,8/21/15,The Bad Education Movie,FALSE,5.7,100
FALSE,"c(12, 35, 9648, 10749)",401285,hi,<U+091C><U+0917><U+094D><U+0917><U+093E> <U+091C><U+093E><U+0938><U+0942><U+0938>,A gifted teenage detective searches for his missing father with his ladylove assistant.,4.98,7/14/17,Jagga Jasoos,FALSE,5.8,66
FALSE,"c(28, 9648, 18)",320295,hi,<U+0921><U+093F><U+091F><U+0947><U+0915><U+094D><U+091F><U+093F><U+0935> <U+092C><U+094D><U+092F><U+094B><U+092E><U+0915><U+0947><U+0936> <U+092C><U+0915><U+094D><U+0936><U+0940>!,"In war torn Calcutta during the 1940's, Byomkesh Bakshy, fresh out of college, pits himself against an evil genius who is out to destroy the world.",4.978,4/2/15,Detective Byomkesh Bakshy!,FALSE,7,63
FALSE,"c(16, 14, 28, 12)",425104,en,Ninjago: Masters of Spinjitzu - Day of the Departed,"When Cole returns to Yang's haunted temple to seek revenge on a former Airjitzu Master, he accidentally uses a powerful Dark Magic blade that unleashes the spectral forms of Ninjago's greatest villains and traps himself in the temple. The Ninja must return the ghosts to the Departed Realm before it's too late.",4.976,10/28/16,Ninjago: Masters of Spinjitzu - Day of the Departed,FALSE,7,16
FALSE,"c(18, 10749)",454774,en,The Girl From the Song,"A young musician travels to Burning Man, a psychedelic festival in the middle of the Nevada desert, in an attempt to get the impetuous girl he has fallen in love with.",4.974,4/24/17,The Girl From the Song,FALSE,6.1,94
FALSE,35,440767,en,Trevor Noah: Afraid of the Dark,Trevor Noah stars in his first Netflix special.,4.973,2/21/17,Trevor Noah: Afraid of the Dark,FALSE,7,96
FALSE,"c(18, 9648, 80)",434775,ja,<U+4E09><U+5EA6><U+76EE><U+306E><U+6BBA><U+4EBA>,"Shigemori is a lawyer tasked with defending Misumi in a murder trial. Misumi has previous convictions for murder and has confessed to the crime, but evidence in the case leads to Shigemori having doubts about what really happened.",4.973,9/9/17,The Third Murder,FALSE,6.6,147
FALSE,18,408292,pl,Ostatnia rodzina,"Beksinski is a gentle man with arachnophobia, despite his hardcore sexual fantasies and his fondness for painting disturbing dystopian works. Beksinski is a family man who wants only the best for his loving wife Zofia, neurotic son Tomasz and the couple's aging mothers. His daily painting to classical music eventually pays off and he makes a name for himself in contemporary art. Good Catholic woman Zofia tries to hold the family together, but troubled son Tomasz proves to be a handful with his violent outbursts and suicidal threats. Their relief is brief when he starts dating women and becomes a radio presenter and movie translator, and the concerned parents must be on constant watch to prevent their son from hurting himself. But Beksinski never believed that family life would always be sunshine and rainbows. As he tapes everything with his beloved camcorder, the 28-year Beksinski saga unfolds through paintings, near-death experiences, dance music trends and funerals...",4.97,9/30/16,The Last Family,FALSE,7.1,64
